weight,stratum,psu,Sex,Race,Age,Grade,SexOrientation,HispanicLatino,Height,Weight,SexofSexualContact,SeatBealtUse,DrinkingDriver,DrivingDrinking,TextingDriving,WeaponCarryingSchool,GunCarrying,UnsafeAtSchool,InjuredInSchool,PhysicalFight,SchoolPhysicalFight,AttackedInNeighborhood,ForcedSexualIntercourse,SexualViolence,SexualAbuseByPartner,PhysicalDaitingViolence,Bullying,CyberBullying,Hopelessness,SuicideIdeation,SuicidePlan,SuicideAttempts,SuicideInjuryMedicalAttention,EverTriedCigarrette,FirstCigBefore13,CurrentlySmokingCigarette,MoreThan10CigPerDay,EverTriedVaping,CurrentlyVaping,StoreSourceVaping,CurrentlySmokelessTobacco,CurrentlySmokingCigar,QuitTobbaco,FirstAlcoholBefore13,CurrentlyAlcohol,CurrentlyBingeDrinking,MoreThan10Drinks,SomeoneSourceAlcohol,EverUsedMarihuana,FirstMarihuanaBefore13,CurrentlyUseMarihuana,EverUsedSyntheticMarihuana,PainMedicine,EverUsedCocaine,EverUsedInhalant,EverUsedHeroin,EverUsedMetha,EverUsedEcstasy,EverUsedInjectedIllegalDrug,OfferedDrugsSchool,EverHadSex,SexBefore13,Sex4OrMorePartners,SexuallyActive,AlcoholOrDrugsSex,UseCondom,BirthControl,VeryOverweight,WeightLoss,NoFruitJuice,NoFruit,NoSalad,NoPotatoes,NoCarrots,NoOtherVeggies,NoSoda,NoMilk,NoBreakfast,PhysicalActivity,ThreeOrMoreHoursTV,AttendedPEClass,SportsTeam,ConcussionSports,HIVTested,STDTested,DentistVisit,NotGoodMentalHealth,EightorMoreHoursSleep,Homelessness,CurrentPainMedicine,EverHallucinogenicDrugs,NoSportsDrinks,NoDrinksWater,ExcerciseMuscles,CovidNotGoodMentalHealth,CovidAdultLostJob,Sunburn,FeelCloseToPeople,ParentalMonitoring,DifficultyConcentrating,EnglishProficiency
0.5357,113,530417,Female,Black or African American,14,9,Heterosexual,2,NA,NA,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,NA,1,0,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.66,113,530417,Male,White,14,9,Heterosexual,2,1.73,55.79,1,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,0,1,0,0,NA,1,1,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,NA,Black or African American,15,9,Not sure,2,NA,NA,1,NA,1,NA,NA,NA,0,0,0,1,1,0,0,0,NA,NA,0,0,1,0,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,1,1,1,1,0,0,NA,1,0,1,NA,0,1,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Multiple-Hispanic,14,9,Heterosexual,1,1.63,54.43,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,1,0,0,NA,0,1,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Hispanic/Latino,14,9,Heterosexual,1,1.78,72.58,1,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,1,1,1,0,0,0,NA,0,1,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,15,9,Heterosexual,2,1.6,52.16,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,NA,0,1,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.798,113,530417,Female,Hispanic/Latino,14,9,Heterosexual,1,1.55,49.9,3,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,1,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.798,113,530417,Female,Hispanic/Latino,15,9,Heterosexual,1,1.6,83.92,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,NA,0,1,0,NA,1,1,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.4754,113,530417,Female,Multiple-Non-Hispanic,17,12,NA,2,1.57,81.65,3,NA,0,NA,1,NA,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,0,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,1,0,1,NA,0,0,1,1,1,0,0,NA,1,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9944,113,530417,Female,Hispanic/Latino,17,11,Heterosexual,1,1.6,74.84,3,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,1,0,NA,0,1,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,1,0,1,0,1,NA,0,0,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.39,113,530417,Male,Black or African American,17,12,Heterosexual,2,1.83,54.43,2,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,0,1,0,NA,0,0,1,1,1,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8045,113,530417,Male,Multiple-Hispanic,17,11,Bisexual,1,1.63,53.07,4,NA,0,NA,NA,NA,0,1,1,0,0,0,0,1,NA,NA,1,1,1,1,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,0,1,0,0,NA,0,1,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.1892,113,530417,Male,White,17,12,Heterosexual,2,1.85,86.18,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,1,NA,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.8582,113,530417,Male,Black or African American,15,10,Heterosexual,2,1.85,86.18,2,NA,0,NA,1,NA,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,1,NA,0,NA,NA,0,0,NA,NA,0,1,0,1,1,NA,1,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,NA,1,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.3031,113,530417,Female,White,17,12,Heterosexual,2,1.63,48.99,3,NA,0,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,1,0,NA,1,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,1,0,0,1,NA,1,1,0,NA,0,0,0,0,1,0,0,NA,1,0,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.39,113,530417,Male,Black or African American,17,12,Heterosexual,2,1.83,72.58,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,0,1,1,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.6908,113,530417,Female,Asian,16,11,Heterosexual,2,1.57,49.9,3,NA,0,NA,0,NA,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,0,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,0,1,0,NA,0,0,1,0,1,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.798,113,530417,Female,Multiple-Hispanic,15,9,NA,1,1.65,63.5,1,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.39,113,530417,Male,Multiple-Non-Hispanic,17,12,NA,2,1.7,57.61,2,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,1,0,0,NA,0,0,1,0,1,0,0,NA,0,1,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.4711,113,530417,Male,Black or African American,17,11,Heterosexual,2,1.75,78.93,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,NA,0,1,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9944,113,530417,Female,Multiple-Hispanic,16,11,Heterosexual,1,1.63,44,3,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,0,0,NA,NA,1,0,0,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.8582,113,530417,Male,Black or African American,15,10,Heterosexual,2,1.85,68.04,2,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,1,NA,1,0,0,NA,0,0,0,1,1,0,0,NA,0,1,1,NA,1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.3031,113,530417,Female,White,17,12,Bisexual,2,1.63,72.58,4,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,NA,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,1,1,NA,0,1,0,1,NA,0,NA,NA,0,0,NA,NA,0,1,0,1,1,NA,0,1,1,NA,1,0,1,1,1,1,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.1892,113,530417,Male,White,18,12,Heterosexual,2,1.7,60.78,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,0,1,0,0,1,0,0,NA,0,1,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.5628,113,530417,Male,Asian,17,11,Heterosexual,2,1.83,70.31,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,1,1,0,0,1,NA,0,1,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8045,113,530417,Male,Multiple-Hispanic,16,11,Heterosexual,1,1.68,63.5,2,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,1,0,NA,0,1,0,1,NA,0,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,0,1,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.7625,113,530417,Female,Multiple-Hispanic,17,10,Heterosexual,1,1.52,53.52,3,NA,1,NA,1,NA,0,0,0,0,0,1,0,0,NA,0,0,0,1,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,1,1,NA,0,1,0,0,NA,0,NA,NA,0,0,NA,NA,1,1,0,0,1,NA,1,0,0,NA,0,0,0,0,1,0,0,NA,0,0,1,NA,0,1,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.328,113,530417,Male,Multiple-Hispanic,17,12,Heterosexual,1,1.68,50.8,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,NA,0,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2804,113,530417,Female,Black or African American,15,10,Heterosexual,2,1.8,90.72,1,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,1,1,1,0,1,NA,0,0,0,NA,1,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3582,113,530417,Male,Asian,15,10,Heterosexual,2,1.8,76.2,1,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,1,0,0,NA,1,0,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5357,113,530417,Female,Multiple-Non-Hispanic,15,9,Heterosexual,2,NA,NA,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,1,NA,1,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,15,9,Heterosexual,2,1.65,54.43,1,NA,0,NA,0,NA,0,NA,1,NA,NA,1,0,0,NA,NA,0,1,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,NA,0,0,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.798,113,530417,Female,Hispanic/Latino,14,9,Heterosexual,1,NA,NA,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,1,1,0,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5357,113,530417,Female,Black or African American,15,9,Bisexual,2,1.57,47.17,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,1,0,NA,0,0,1,NA,1,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Multiple-Hispanic,18,9,Heterosexual,1,1.7,97.52,2,NA,0,NA,1,NA,1,0,0,1,0,1,1,1,NA,1,0,0,1,1,1,1,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,1,1,NA,0,1,0,1,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,1,NA,0,0,1,0,0,0,1,NA,0,0,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Multiple-Hispanic,15,9,Heterosexual,1,1.68,62.6,1,NA,1,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,1,0,0,NA,0,1,1,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.798,113,530417,Female,Hispanic/Latino,15,9,Heterosexual,1,1.55,45.36,1,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,0,1,0,NA,0,1,0,1,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,1,NA,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9358,113,530417,Female,Asian,15,10,Heterosexual,2,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,1,1,1,1,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,1,0,0,NA,0,NA,1,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,15,9,Heterosexual,2,1.7,54.43,2,NA,0,NA,NA,NA,NA,0,0,1,1,0,0,1,NA,1,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,0,0,NA,NA,1,0,1,NA,0,NA,NA,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,NA,0,1,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,15,9,Heterosexual,2,2.01,131.54,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,0,NA,1,0,1,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,15,9,Heterosexual,2,1.73,68.04,NA,NA,0,NA,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,1,1,NA,NA,NA,0,1,1,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4158,113,530417,Male,Black or African American,14,9,Heterosexual,2,1.68,82.1,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,1,1,1,0,1,1,0,NA,0,1,0,NA,1,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5357,113,530417,Female,Multiple-Non-Hispanic,14,9,NA,2,1.75,45.36,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Hispanic/Latino,14,9,Heterosexual,1,1.65,49.9,1,NA,0,NA,NA,NA,0,0,0,1,1,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,1,NA,1,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Multiple-Hispanic,14,9,Heterosexual,1,1.68,72.58,1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6194,113,530417,Male,Multiple-Hispanic,14,9,Heterosexual,1,1.65,58.97,1,NA,1,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2208,113,530571,Female,Hispanic/Latino,15,9,Heterosexual,1,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,1,NA,0,NA,0,0,1,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,1,0,0,NA,0,1,1,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3985,113,530571,Female,Multiple-Hispanic,18,12,Heterosexual,1,NA,NA,3,NA,1,NA,0,NA,0,1,0,1,0,1,1,1,NA,0,1,0,1,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,0,1,1,NA,0,1,0,0,NA,1,NA,NA,0,0,NA,NA,1,1,0,1,1,NA,0,1,0,NA,1,0,1,0,1,1,0,NA,1,0,1,NA,0,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7391,113,530571,Male,Hispanic/Latino,16,9,Heterosexual,1,NA,NA,2,NA,1,NA,0,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,1,1,0,0,1,NA,0,0,0,NA,1,1,1,1,1,1,0,NA,0,0,1,NA,1,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
